"filename", "language", "YAML", "Dockerfile", "JSON", "JavaScript", "Shell Script", "HTML", "XML", "SCSS", "Go", "Properties", "JavaScript React", "comment", "blank", "total"
"/Users/ankit.gautam/rhba/scene/teams/comps/ManageMember/index.js", "JavaScript", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"/Users/ankit.gautam/rhba/scene/teams/comps/RenameTeam/index.js", "JavaScript", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 2, 57
"/Users/ankit.gautam/rhba/scene/teams/comps/sidebar/index.js", "JavaScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32
"/Users/ankit.gautam/rhba/scene/teams/members.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 1, 8, 116
"/Users/ankit.gautam/rhba/scene/teams/projects.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 1, 6, 83
"/Users/ankit.gautam/rhba/scene/teams/settings.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 4, 93
"/Users/ankit.gautam/rhba/start.sh", "Shell Script", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 2, 5
"/Users/ankit.gautam/rhba/store.js", "JavaScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 4, 20
"/Users/ankit.gautam/rhba/store/funnels/actions.js", "JavaScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/ankit.gautam/rhba/store/funnels/index.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/ankit.gautam/rhba/store/funnels/operations.js", "JavaScript", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"/Users/ankit.gautam/rhba/store/funnels/reducer.js", "JavaScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 2, 28
"/Users/ankit.gautam/rhba/store/funnels/types.js", "JavaScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/ankit.gautam/rhba/store/projects/actions.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/ankit.gautam/rhba/store/projects/index.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/ankit.gautam/rhba/store/projects/operations.js", "JavaScript", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"/Users/ankit.gautam/rhba/store/projects/reducer.js", "JavaScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 29
"/Users/ankit.gautam/rhba/store/projects/types.js", "JavaScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/ankit.gautam/rhba/store/recordings/actions.js", "JavaScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/ankit.gautam/rhba/store/recordings/index.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/ankit.gautam/rhba/store/recordings/operations.js", "JavaScript", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43
"/Users/ankit.gautam/rhba/store/recordings/reducer.js", "JavaScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 2, 29
"/Users/ankit.gautam/rhba/store/recordings/types.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/ankit.gautam/rhba/store/teams/actions.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/ankit.gautam/rhba/store/teams/index.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/ankit.gautam/rhba/store/teams/operations.js", "JavaScript", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 3, 116
"/Users/ankit.gautam/rhba/store/teams/reducer.js", "JavaScript", 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 5, 120
"/Users/ankit.gautam/rhba/store/teams/types.js", "JavaScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
